,pcomp,y,x
0,-14.781277123408577,17.002,8.987
1,0.9984820598833316,17.889,8.992
2,-10.057422653948583,19.855,8.988
3,-13.658843573252552,18.9,8.977
4,-17.074497383060145,20.909000000000002,10.915999999999999
5,-15.563597826363454,20.929000000000002,9.917
6,-14.80482964591342,20.903000000000002,12.897
7,-14.356443477768297,20.899,11.92
8,-12.315912273072396,18.907,9.97
9,-8.50856659345328,19.904,9.992
10,2.295544935656491,18.879,10.963
11,-17.974371099230172,19.914,10.967
12,13.164756261680497,17.87,9.984
13,0.9809875201980638,16.930999999999997,10.964
14,-8.100454400197298,17.882,10.978
15,-6.165281884743564,17.894000000000002,12.981
16,-14.893414984331425,17.906,11.98
17,16.55910274609198,16.952,12.003
18,-10.966420921436665,16.958,12.975
19,-10.908701144134692,18.924,11.960999999999999
20,-15.879671221943386,19.863,12.958
21,-17.43686497149001,19.852999999999998,11.967
22,-13.949450408806518,18.924,12.965
23,-7.039708327669061,19.924,14.977
24,-18.96579363846783,18.947,13.966
25,-5.762155526622387,19.842,13.972999999999999
26,1.9795838269680164,18.868,14.974
27,20.304645569001707,17.0,13.966
28,-10.790133162348045,17.027,14.970999999999998
29,-15.347236660006878,17.893,14.968
30,-12.328729298647518,17.871,13.975
31,2.699477112333224,17.0,16.982
32,-11.067350698467886,17.877,15.987
33,-4.813990590022184,17.923,16.988
34,-15.794826230518387,17.000999999999998,15.989
35,-15.613921273433935,18.894000000000002,15.969000000000001
36,19.095378135431854,19.924,17.0
37,26.8569514659642,19.884,15.985999999999999
38,0.3031429781950395,18.887999999999998,16.975
39,-12.20349390986346,20.938000000000002,13.897
40,22.60955190884664,20.956,14.91
41,0.3436237830586817,20.955,16.926
42,14.002184205652991,20.98,15.925999999999998
43,-11.961114902379821,8.789,9.01
44,-12.676838964125409,9.859,8.95
45,-16.371014294914662,10.842,8.996
46,-12.457647889389484,12.097000000000001,8.98
47,-1.5306802876783232,12.992,8.968
48,-17.004620608424638,13.953,8.982999999999999
49,-1.730478280779011,14.964,10.964
50,0.8574048577648773,15.002,9.969
51,-8.071793458345967,15.985,10.945
52,-15.750054640670603,13.950999999999999,9.982000000000001
53,-3.67084069698549,13.947000000000001,10.977
54,-11.990771055840588,12.947000000000001,9.979
55,-14.393278964240382,12.942,10.969000000000001
56,7.349452111530486,13.963,12.967
57,8.136549670870584,12.947000000000001,11.979000000000001
58,5.098185905345345,12.955,12.954
59,5.477628547021733,14.0,11.965
60,7.233576423288235,15.887,11.952
61,0.9575231122861376,14.954,11.954
62,15.218834197487249,15.962,12.977
63,15.308310330375564,14.943,12.972999999999999
64,36.98928290836231,10.845999999999998,9.995
65,10.271462117734293,12.075,9.986
66,-11.699668017032044,12.08,10.960999999999999
67,-13.337920635889331,10.823,11.005
68,-10.208414475603659,9.84,10.939
69,-4.25537298226702,8.82,10.984000000000002
70,-12.621014521869913,8.799,10.021
71,16.21166696263297,9.894,9.955
72,11.990542789860616,8.841000000000001,12.985999999999999
73,-5.733331795589128,8.781,11.989
74,8.597911432504048,9.873,11.943
75,9.467899503974479,9.874,12.934000000000001
76,-2.7289272740417276,10.835,12.015999999999998
77,22.87819026140874,12.104000000000001,11.947000000000001
