,pcomp,y,x
0,-3.631646957917236,4965.944159999999,2603.98325
1,-1.043603588746084,5225.01912,2605.4320000000002
2,-2.3713364141502495,5799.2483999999995,2604.2729999999997
3,-2.943713016012988,5520.311999999999,2601.08575
4,-2.944900423325862,6107.10072,3162.9109999999996
5,-3.3756946289771186,6112.94232,2873.45075
6,-2.4843619109297608,6105.34824,3736.90575
7,-1.7953826434424802,6104.17992,3453.82
8,-2.6575972813181585,5522.356559999999,2888.8075000000003
9,-0.6065932284691519,5813.56032,2895.1820000000002
10,0.8502900643322638,5514.17832,3176.5292499999996
11,-2.5520245628152867,5816.48112,3177.68825
12,2.1474407693589863,5219.4696,2892.864
13,-0.21169406273766897,4945.206479999999,3176.819
14,-1.0451255242442292,5222.974560000001,3180.8755
15,-0.5559476799064527,5226.47952,3761.24475
16,-3.5960381679231492,5229.984479999999,3471.205
17,1.6608288757716743,4951.340160000001,3477.86925
18,-3.165196051020773,4953.092639999999,3759.50625
19,-2.570920871537121,5527.321919999999,3465.6997499999998
20,-2.772387564924471,5801.58504,3754.5805
21,-4.019417020987014,5798.664239999999,3467.43825
22,-1.7031104514560806,5527.321919999999,3756.60875
23,-1.2324107424660395,5819.401919999999,4339.58575
24,-4.454680067506015,5534.03976,4046.6485
25,0.8823041166145377,5795.451359999999,4048.6767499999996
26,0.13280582153143022,5510.965439999999,4338.7165
27,6.181500943691045,4965.36,4046.6485
28,-1.95077325692494,4973.24616,4337.84725
29,-3.2907331198042384,5226.18744,4336.978
30,-2.786977664135148,5219.76168,4049.25625
31,0.9451203126676935,4965.36,4920.5345
32,-3.230715019343327,5221.51416,4632.23325
33,0.34144436255504745,5234.949839999999,4922.273
34,-2.4350835814891645,4965.652079999999,4632.81275
35,-2.916512984541835,5518.559520000001,4627.01775
36,4.3378185146136765,5819.401919999999,4925.75
37,3.795669340885406,5807.71872,4631.943499999999
38,-0.38362764522883336,5516.807039999999,4918.50625
39,-2.800828133892293,6115.571040000001,4026.65575
40,3.646316642550589,6120.828479999999,4320.1725
41,-0.29789156315707804,6120.536399999999,4904.308499999999
42,5.102904623228163,6127.8384,4614.558499999999
43,-1.2431529039282392,2567.0911199999996,2610.6475
44,-3.296892212702238,2879.61672,2593.2625
45,-3.481429794308302,3166.7313599999998,2606.5910000000003
