,pcomp,y,x
0,-3.631646957917236,4673.864159999999,2314.23325
1,-1.043603588746084,4932.939119999999,2315.6820000000002
2,-2.3713364141502495,5507.1684,2314.5229999999997
3,-2.943713016012988,5228.231999999999,2311.33575
4,-2.944900423325862,5815.02072,2873.1609999999996
5,-3.3756946289771186,5820.86232,2583.70075
6,-2.4843619109297608,5813.26824,3447.15575
7,-1.7953826434424802,5812.09992,3164.07
8,-2.6575972813181585,5230.276559999999,2599.0575000000003
9,-0.6065932284691519,5521.48032,2605.4320000000002
10,0.8502900643322638,5222.09832,2886.7792499999996
11,-2.5520245628152867,5524.40112,2887.93825
12,2.1474407693589863,4927.3896,2603.114
13,-0.21169406273766897,4653.126479999999,2887.069
14,-1.0451255242442292,4930.89456,2891.1255
15,-0.5559476799064527,4934.39952,3471.49475
16,-3.5960381679231492,4937.904479999999,3181.455
17,1.6608288757716743,4659.26016,3188.11925
18,-3.165196051020773,4661.012639999999,3469.75625
19,-2.570920871537121,5235.2419199999995,3175.9497499999998
20,-2.772387564924471,5509.50504,3464.8305
21,-4.019417020987014,5506.584239999999,3177.68825
22,-1.7031104514560806,5235.2419199999995,3466.85875
23,-1.2324107424660395,5527.321919999999,4049.83575
24,-4.454680067506015,5241.95976,3756.8985
25,0.8823041166145377,5503.371359999999,3758.9267499999996
26,0.13280582153143022,5218.885439999999,4048.9665
27,6.181500943691045,4673.28,3756.8985
28,-1.95077325692494,4681.16616,4048.0972499999993
29,-3.2907331198042384,4934.10744,4047.228
30,-2.786977664135148,4927.68168,3759.50625
31,0.9451203126676935,4673.28,4630.7845
32,-3.230715019343327,4929.43416,4342.48325
33,0.34144436255504745,4942.869839999999,4632.523
34,-2.4350835814891645,4673.572079999999,4343.06275
35,-2.916512984541835,5226.47952,4337.26775
36,4.3378185146136765,5527.321919999999,4636.0
37,3.795669340885406,5515.63872,4342.193499999999
38,-0.38362764522883336,5224.727039999999,4628.75625
39,-2.800828133892293,5823.491040000001,3736.90575
40,3.646316642550589,5828.748479999999,4030.4225
41,-0.29789156315707804,5828.456399999999,4614.558499999999
42,5.102904623228163,5835.7584,4324.808499999999
43,-1.2431529039282392,2275.0111199999997,2320.8975
44,-3.296892212702238,2587.53672,2303.5125
45,-3.481429794308302,2874.65136,2316.8410000000003
46,-3.098566293935925,3241.21176,2312.205
47,-0.6731261644934821,3502.62336,2308.728
48,-4.3896079893501305,3783.3122399999997,2313.0742499999997
49,-0.3115275398781395,4078.6051199999997,2887.069
50,-1.2787473479154352,4089.70416,2598.76775
51,-0.5844817754906417,4376.8188,2881.5637500000003
52,-3.145273150373414,3782.7280799999994,2602.5345
53,-1.1807485553364725,3781.55976,2890.83575
54,-2.7782341993184456,3489.47976,2601.6652499999996
55,-3.9158781675791534,3488.01936,2888.5177500000004
56,1.0843805438418708,3786.2330399999996,3467.43825
57,0.046358406190693355,3489.47976,3181.1652500000005
58,0.7913443682635839,3491.8163999999997,3463.6715000000004
59,-1.3983468037660538,3797.04,3177.10875
60,-1.6635529296425347,4348.19496,3173.342
61,0.3778106081603246,4075.68432,3173.9215000000004
62,3.1800112464315897,4370.10096,3470.33575
63,2.4960889605425693,4072.47144,3469.1767499999996
