,pcomp,y,x
0,-14.781277121685687,4965.944159999999,2603.98325
1,0.9984820622290788,5225.01912,2605.4320000000002
2,-10.057422658610493,5799.2483999999995,2604.2729999999997
3,-13.658843571649006,5520.311999999999,2601.08575
4,-17.07449738262359,6107.10072,3162.9109999999996
5,-15.563597829202031,6112.94232,2873.45075
6,-14.804829646791699,6105.34824,3736.90575
7,-14.356443480205519,6104.17992,3453.82
8,-12.315912273018668,5522.356559999999,2888.8075000000003
9,-8.508566594864137,5813.56032,2895.1820000000002
10,2.2955449375261394,5514.17832,3176.5292499999996
11,-17.974371098215226,5816.48112,3177.68825
12,13.164756267745995,5219.4696,2892.864
13,0.9809875209306228,4945.206479999999,3176.819
14,-8.100454401086319,5222.974560000001,3180.8755
15,-6.1652818841011685,5226.47952,3761.24475
16,-14.893414982472027,5229.984479999999,3471.205
17,16.559102752945666,4951.340160000001,3477.86925
18,-10.966420923214498,4953.092639999999,3759.50625
19,-10.908701145380132,5527.321919999999,3465.6997499999998
20,-15.879671221625697,5801.58504,3754.5805
21,-17.436864971959416,5798.664239999999,3467.43825
22,-13.949450408553341,5527.321919999999,3756.60875
23,-7.039708326548601,5819.401919999999,4339.58575
24,-18.965793637092062,5534.03976,4046.6485
25,-5.762155525824714,5795.451359999999,4048.6767499999996
26,1.9795838295112589,5510.965439999999,4338.7165
27,20.304645573060817,4965.36,4046.6485
28,-10.790133161038344,4973.24616,4337.84725
29,-15.347236660061016,5226.18744,4336.978
30,-12.32872930173283,5219.76168,4049.25625
31,2.6994771084811813,4965.36,4920.5345
32,-11.067350698679881,5221.51416,4632.23325
33,-4.813990588638048,5234.949839999999,4922.273
34,-15.794826227926345,4965.652079999999,4632.81275
35,-15.613921273453563,5518.559520000001,4627.01775
36,19.095378146507574,5819.401919999999,4925.75
37,26.856951464868132,5807.71872,4631.943499999999
38,0.30314297807357077,5516.807039999999,4918.50625
39,-12.203493909282923,6115.571040000001,4026.65575
40,22.60955191760795,6120.828479999999,4320.1725
41,0.3436237846673105,6120.536399999999,4904.308499999999
42,14.002184204552991,6127.8384,4614.558499999999
43,-11.961114906031353,2567.0911199999996,2610.6475
44,-12.67683896431077,2879.61672,2593.2625
45,-16.37101429476524,3166.7313599999998,2606.5910000000003
46,-12.457647890151533,3533.29176,2601.955
47,-1.5306802908422876,3794.70336,2598.478
